data_status	track	organism	panel	dataset	year	model	n_folds	n_repeats	average_precision_mean	average_precision_sd	average_precision_ci95_low	average_precision_ci95_high	mcc_mean	balanced_accuracy_mean	lethal_f1_mean	fit_warnings
synthetic_mock_not_results	primary	yeast	full	yeast-2017	2017	rf	5	5	0.7368	0.0155	0.7028	0.7708	0.4518	0.7050	0.6418	0
synthetic_mock_not_results	primary	yeast	full	yeast-2017	2017	gb	5	5	0.7349	0.0118	0.7089	0.7609	0.4499	0.7040	0.6399	0
synthetic_mock_not_results	primary	yeast	full	yeast-2017	2017	lr	5	5	0.7271	0.0136	0.6971	0.7571	0.4421	0.6999	0.6321	0
synthetic_mock_not_results	primary	yeast	full	yeast-2017	2017	svm	5	5	0.7507	0.0155	0.7167	0.7847	0.4657	0.7124	0.6557	0
synthetic_mock_not_results	primary	yeast	full	yeast-2017	2017	nn	5	5	0.7728	0.0118	0.7468	0.7988	0.4878	0.7241	0.6778	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2017	2017	dt	5	5	0.6704	0.0136	0.6404	0.7004	0.3854	0.6698	0.5754	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2017	2017	rf	5	5	0.7588	0.0155	0.7248	0.7928	0.4738	0.7167	0.6638	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2017	2017	gb	5	5	0.7569	0.0118	0.7309	0.7829	0.4719	0.7157	0.6619	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2017	2017	lr	5	5	0.7491	0.0136	0.7191	0.7791	0.4641	0.7115	0.6541	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2017	2017	svm	5	5	0.7727	0.0155	0.7387	0.8067	0.4877	0.7240	0.6777	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2017	2017	nn	5	5	0.7948	0.0118	0.7688	0.8208	0.5098	0.7357	0.6998	0
synthetic_mock_not_results	primary	yeast	full	yeast-2024	2024	dt	5	5	0.6986	0.0155	0.6646	0.7326	0.4136	0.6847	0.6036	0
synthetic_mock_not_results	primary	yeast	full	yeast-2024	2024	rf	5	5	0.7731	0.0118	0.7471	0.7991	0.4881	0.7242	0.6781	0
synthetic_mock_not_results	primary	yeast	full	yeast-2024	2024	gb	5	5	0.7571	0.0136	0.7271	0.7871	0.4721	0.7158	0.6621	0
synthetic_mock_not_results	primary	yeast	full	yeast-2024	2024	lr	5	5	0.7363	0.0155	0.7023	0.7703	0.4513	0.7047	0.6413	0
synthetic_mock_not_results	primary	yeast	full	yeast-2024	2024	svm	5	5	0.7486	0.0118	0.7226	0.7746	0.4636	0.7113	0.6536	0
synthetic_mock_not_results	primary	yeast	full	yeast-2024	2024	nn	5	5	0.7622	0.0136	0.7322	0.7922	0.4772	0.7185	0.6672	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2024	2024	dt	5	5	0.7206	0.0155	0.6866	0.7546	0.4356	0.6964	0.6256	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2024	2024	rf	5	5	0.7951	0.0118	0.7691	0.8211	0.5101	0.7359	0.7001	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2024	2024	gb	5	5	0.7791	0.0136	0.7491	0.8091	0.4941	0.7274	0.6841	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2024	2024	lr	5	5	0.7583	0.0155	0.7243	0.7923	0.4733	0.7164	0.6633	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2024	2024	svm	5	5	0.7706	0.0118	0.7446	0.7966	0.4856	0.7229	0.6756	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2024	2024	nn	5	5	0.7842	0.0136	0.7542	0.8142	0.4992	0.7301	0.6892	0
synthetic_mock_not_results	primary	yeast	full	yeast-2025	2025	dt	5	5	0.6469	0.0118	0.6209	0.6729	0.3619	0.6573	0.5519	0
synthetic_mock_not_results	primary	yeast	full	yeast-2025	2025	rf	5	5	0.7291	0.0136	0.6991	0.7591	0.4441	0.7009	0.6341	0
synthetic_mock_not_results	primary	yeast	full	yeast-2025	2025	gb	5	5	0.7216	0.0155	0.6876	0.7556	0.4366	0.6970	0.6266	0
synthetic_mock_not_results	primary	yeast	full	yeast-2025	2025	lr	5	5	0.7092	0.0118	0.6832	0.7352	0.4242	0.6904	0.6142	0
synthetic_mock_not_results	primary	yeast	full	yeast-2025	2025	svm	5	5	0.7295	0.0136	0.6995	0.7595	0.4445	0.7011	0.6345	0
synthetic_mock_not_results	primary	yeast	full	yeast-2025	2025	nn	5	5	0.7498	0.0155	0.7158	0.7838	0.4648	0.7119	0.6548	1
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2025	2025	dt	5	5	0.6689	0.0118	0.6429	0.6949	0.3839	0.6690	0.5739	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2025	2025	rf	5	5	0.7511	0.0136	0.7211	0.7811	0.4661	0.7126	0.6561	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2025	2025	gb	5	5	0.7436	0.0155	0.7096	0.7776	0.4586	0.7086	0.6486	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2025	2025	lr	5	5	0.7312	0.0118	0.7052	0.7572	0.4462	0.7021	0.6362	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2025	2025	svm	5	5	0.7515	0.0136	0.7215	0.7815	0.4665	0.7128	0.6565	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2025	2025	nn	5	5	0.7718	0.0155	0.7378	0.8058	0.4868	0.7236	0.6768	1
